timestamp,raw
2025-11-14 21:25:45,29203
2025-11-14 21:26:15,29205
2025-11-14 21:26:45,29213
2025-11-14 21:27:15,29175
2025-11-14 21:27:45,29201
2025-11-14 21:28:15,29209
2025-11-14 21:28:45,29225
2025-11-14 21:29:15,29201
2025-11-14 21:29:45,29213
2025-11-14 21:30:15,29201
2025-11-14 21:30:45,29211
2025-11-14 21:31:15,29189
2025-11-14 21:32:44,29089
2025-11-14 21:34:44,29225
2025-11-14 21:36:44,29221
2025-11-14 21:38:44,29237
2025-11-14 21:40:44,29209
2025-11-14 21:42:44,29255
2025-11-14 21:44:44,29243
2025-11-14 21:46:44,29245
2025-11-14 21:48:44,29237
2025-11-14 21:50:44,29241
2025-11-14 21:52:44,29251
2025-11-14 21:54:44,29249
2025-11-14 21:56:44,29261
2025-11-14 21:58:44,29267
2025-11-14 22:00:44,29283
2025-11-14 22:02:44,29267
2025-11-14 22:04:44,29273
2025-11-14 22:06:44,29273
2025-11-14 22:08:44,29309
2025-11-14 22:10:44,29241
2025-11-14 22:12:44,29283
2025-11-14 22:14:44,29283
2025-11-14 22:16:44,29273
2025-11-14 22:18:44,29311
2025-11-14 22:20:44,29319
2025-11-14 22:22:45,29319
2025-11-14 22:24:45,29273
2025-11-14 22:26:45,29299
2025-11-14 22:28:45,29309
2025-11-14 22:30:45,29309
2025-11-14 22:32:45,29321
2025-11-14 22:34:45,29339
2025-11-14 22:36:45,29329
2025-11-14 22:38:45,29343
2025-11-14 22:40:45,29333
2025-11-14 22:42:45,29339
2025-11-14 22:44:45,29337
2025-11-14 22:46:45,29345
2025-11-14 23:48:38,29337
2025-11-14 23:50:38,29267
2025-11-14 23:52:38,29317
2025-11-14 23:54:38,29341
2025-11-14 23:56:38,29335
2025-11-14 23:58:38,29333
2025-11-15 00:00:38,29329
2025-11-15 00:02:38,29349
2025-11-15 00:04:38,29349
2025-11-15 00:06:38,29333
2025-11-15 00:08:38,29335
2025-11-15 00:10:38,29341
2025-11-15 00:12:38,30411
2025-11-15 00:14:38,30471
2025-11-15 00:16:38,30379
2025-11-15 00:18:39,30379
2025-11-15 00:20:39,30373
2025-11-15 00:22:39,30369
2025-11-15 00:24:39,30371
2025-11-15 00:26:39,30331
2025-11-15 00:28:39,30371
2025-11-15 00:30:39,30379
2025-11-15 00:32:39,30389
2025-11-15 00:34:39,30551
2025-11-15 00:36:39,30581
2025-11-15 00:38:39,30565
2025-11-15 00:40:39,30579
2025-11-15 00:42:39,30577
2025-11-15 00:44:42,30577
2025-11-15 00:46:42,30571
